Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	"Option=Wall R-5, Exterior"	"Option=Wall R-10, Exterior"	"Option=Wall R-15, Exterior"	sampling_probability
CR06	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.6	0.4	2.94E-05
CR07	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.6	0.4	7.15E-05
CR08	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.6	0.4	5.48E-05
CR09	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.6	0.4	2.57E-05
CR10	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.6	0.4	5.27E-06
CR11	2000s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.6	0.4	4.76E-06
CR02	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	4.91E-06
CR03	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	4.54E-06
CR04	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	1.16E-05
CR05	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	1.19E-05
CR06	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	9.88E-06
CR07	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	2.40E-05
CR08	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	3.24E-05
CR09	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	0	0	0.2	0.8	9.79E-06
CR10	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0	1.11E-06
CR11	2010s	Multi-Family with 2 - 4 Units	Unvented Crawlspace	0	1	0	0	0	2.29E-06
CR02	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR03	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR04	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR05	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR06	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR07	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR08	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR09	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR10	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR11	1970s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR02	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	0.000134614
CR03	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	0.000182941
CR04	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	0.000392527
CR05	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	0.000151084
CR06	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	5.11E-05
CR07	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	0.000248584
CR08	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	0.000232505
CR09	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	0.000357569
CR10	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	2.68E-05
CR11	1980s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0.2	0.8	0	5.89E-05
CR02	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	0.000138919
CR03	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	9.31E-05
CR04	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	0.000369242
CR05	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	0.000143882
CR06	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	6.46E-05
CR07	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	0.0001971
CR08	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	0.000221852
CR09	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	0.000314051
CR10	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	2.76E-05
CR11	1990s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.4	0.6	3.77E-05
CR02	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	9.94E-05
CR03	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	3.03E-05
CR04	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	8.41E-05
CR05	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	8.53E-05
CR06	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	0.000133963
CR07	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	0.000180546
CR08	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	0.000238769
CR09	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	0.00010791
CR10	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	1.90E-05
CR11	2000s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.6	0.4	2.54E-05
CR02	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	6.87E-05
CR03	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	1.67E-05
CR04	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	3.72E-05
CR05	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	6.75E-05
CR06	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	9.51E-05
CR07	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	0.000116606
CR08	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	0.000167819
CR09	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	0	0	0.2	0.8	7.17E-05
CR10	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	7.07E-06
CR11	2010s	Multi-Family with 5+ Units	Unvented Crawlspace	0	1	0	0	0	1.37E-05
CR02	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	<1940	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1940s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	1950s	Single-Family Attached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1960s	Single-Family Attached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR03	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR04	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR05	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR06	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR07	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR08	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR09	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR10	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR11	1970s	Single-Family Attached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR02	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	2.64E-05
CR03	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	4.99E-05
CR04	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	7.47E-05
CR05	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	4.10E-05
CR06	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	6.85E-06
CR07	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	9.43E-05
CR08	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	8.22E-05
CR09	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	7.33E-05
CR10	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	6.06E-06
CR11	1980s	Single-Family Attached	Unvented Crawlspace	0	0	0.2	0.8	0	2.33E-05
CR02	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	3.69E-05
CR03	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	1.99E-05
CR04	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000108213
CR05	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	3.64E-05
CR06	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	1.15E-05
CR07	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	7.93E-05
CR08	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	7.22E-05
CR09	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	4.86E-05
CR10	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	5.04E-06
CR11	1990s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.4	0.6	1.14E-05
CR02	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	4.51E-05
CR03	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	9.38E-06
CR04	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	2.78E-05
CR05	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	4.40E-05
CR06	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	4.82E-05
CR07	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	6.09E-05
CR08	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	0.000119695
CR09	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	3.79E-05
CR10	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	6.25E-06
CR11	2000s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.6	0.4	6.58E-06
CR02	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	9.10E-06
CR03	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	2.72E-06
CR04	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	4.63E-06
CR05	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	1.68E-05
CR06	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	1.72E-05
CR07	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	2.04E-05
CR08	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	5.24E-05
CR09	2010s	Single-Family Attached	Unvented Crawlspace	0	0	0	0.2	0.8	1.30E-05
CR10	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	1.40E-06
CR11	2010s	Single-Family Attached	Unvented Crawlspace	0	1	0	0	0	8.40E-07
CR02	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	<1940	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1940s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR03	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR04	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR05	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR06	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR07	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR08	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR09	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR10	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR11	1950s	Single-Family Detached	Unvented Crawlspace	0	0.4	0.6	0	0	0
CR02	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR03	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR04	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR05	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR06	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR07	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR08	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR09	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR10	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR11	1960s	Single-Family Detached	Unvented Crawlspace	0	0.2	0.8	0	0	0
CR02	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR03	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR04	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR05	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR06	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR07	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR08	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR09	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR10	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR11	1970s	Single-Family Detached	Unvented Crawlspace	0	0	0.6	0.4	0	0
CR02	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.000185775
CR03	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.000251646
CR04	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.000517355
CR05	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.00020622
CR06	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	8.80E-05
CR07	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.000395611
CR08	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.000505972
CR09	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.000763795
CR10	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	6.68E-05
CR11	1980s	Single-Family Detached	Unvented Crawlspace	0	0	0.2	0.8	0	0.00010445
CR02	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000245273
CR03	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000211532
CR04	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000806182
CR05	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000306091
CR06	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000138148
CR07	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000374293
CR08	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000583741
CR09	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	0.000842452
CR10	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	9.03E-05
CR11	1990s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.4	0.6	8.80E-05
CR02	2000s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.6	0.4	0.000196099
CR03	2000s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.6	0.4	8.07E-05
CR04	2000s	Single-Family Detached	Unvented Crawlspace	0	0	0	0.6	0.4	0.000225916
